"Compiled from boardgamegeek.com by Matt Borthwick",gameID,rating,comment
31558,2653,6,"A good game for 4 players.  Less fun with 2."
165184,15987,9,"I got this game from My Son Who like a lot of us did not do Hs' home work be for playing ( lucky for me Free Game )   "
121536,43111,5,"Wargame, domination, king-of-the-mountain type, like eclipse."
24723,926,9,"I used to think that Cities and Knights was fantastic. That sentiment has been tempered after playing more sessions and some non-Catan games. I like the mechanical additions to the base game. I like that the strategy is a little more complex than in the original. What I don't like is the end game. The original often leads to a frantic ending where 2-3 (and occasionally 4) people are vying for the last key spot or trying to get those last one or two points to win. The ending in Cities often seems preordained. "
103260,3076,6,"Initial rating after 1 game. I didn't like how much I was dependant on the player sitting to my right. And the player sitting to my left enjoyed it even less :P. "
147095,53953,7,"Actually a better Dominion is an accurate comparison. It has better art, a little bit of theme. Also I like the Village-Dungeon mechanic.  Update from 8 to 7: It is still great but I will never ever play again with more than 3. Since we are usually play 4 or 5 together I decreased slightly this one."
176377,51811,7.5,"Not too bad I guess."
14263,13,7,"Nice game for beginners or for those who consider luck to be a part of a board game and want to interact during the game."
71939,121921,8.5,"I love games that tell stories, and this one certainly does! It was ok with 2 players, but really shines with 4!"
43740,12692,7.9,"This game is okay. Nice twist where the goal is to make your people die the most miserable. "
166590,137297,7,"Plays fast with limited downtime for any player....(great mechanic).  Lots of choices about where to place legions, what card to select, what bonus to go for, etc. Once you understand the iconography, the game plays smooth."
106224,119890,9,"Agricola for two, playable in half an hour? Awesomesauce. It retains all the best qualities of the original (no, I am not the greatest fan of helper decks) - there's always too little time, and yet by the end, both players will always have achieved a lot. A must have for players often stuck in two-player sessions."
113266,111661,8,"Defintely a needed expansion for 7 wonders IMO, the cross table interaction adds a nice new layer to the base game without making it much more complex. "
78246,38453,8,"Not the easiest game to play well and we were a little bit put off by that. After a few additional plays, we have begun to enjoy the steady improvements we are making. Truly a different playing experience. Also, this plays fast, but still has many meaningful decisions."
177572,50,7,"Quick and light 2-player that's easy to pick up when you have some time to kill."
24461,147020,9,"For a quick deck builder. I love it"
55411,121921,10,"I love the difficulty and play stlye of the game, very unique and stupid amounts of fun. Throw your money at it if you can :D"
20995,478,7,"I have actaully played this many more times than recorded. I think it is one of the best games you can get for $20.  As time has passed I have lost my love for this. I think to shine it has to be 4-5 players game and it should not go over 45 minutes."
1411,40398,6.5,"I enjoyed playing this.  It retains the pleasant feel of Monopoly without all the terrible.  Very take-that. As a game, if you draw the wrong cards, there's not a lot you can do.  I'd be curious how much more interesting it'd be with more than 2."
31155,10630,7,"While I'm still partial to Battle Lore, Memoir has had more play time due to simplicity."
181585,2655,7,"A great game to travel with.  I have the Carbon edition, so it has the extra pieces, which I almost never play with.  I think I want to like it more than I actually do, but I probably wouldn't refuse a game at any point.  The components stand out as excellent."
